titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Petit plat creux aux trois palmes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501346	04-501346	Ecouen, musée national de la Renaissance	E.Cl.8502	https://images.grandpalaisrmn.fr/thumb.php/00245491.jpg?ID=905393
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501775	04-501775	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/00243952.jpg?ID=1311777
Plat à la rosace et douze tulipes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501991	04-501991	Ecouen, musée national de la Renaissance	E.Cl.8240	https://images.grandpalaisrmn.fr/thumb.php/00242426.jpg?ID=1505073
Plat aux quatre oeillets			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502064	04-502064	Ecouen, musée national de la Renaissance	E.Cl.8439	https://images.grandpalaisrmn.fr/thumb.php/00240866.jpg?ID=1509085
Plat au médaillon formé de deux demi-fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502012	04-502012	Ecouen, musée national de la Renaissance	E.Cl.8274	https://images.grandpalaisrmn.fr/thumb.php/00236272.jpg?ID=1520724
Vase à décor de bouquets de tulipes sur le col			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501924	04-501924	Ecouen, musée national de la Renaissance	E.Cl.9297	https://images.grandpalaisrmn.fr/thumb.php/00234703.jpg?ID=1314689
Plat à grand bouquet symétrique			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502327	04-502327	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/00233164.jpg?ID=1291741
Plat à la grande feuille saz et trois oeillets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501330	04-501330	Ecouen, musée national de la Renaissance	E.Cl.8455	https://images.grandpalaisrmn.fr/thumb.php/00233159.jpg?ID=1070741
Grande coupe à pied			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501909	04-501909	Ecouen, musée national de la Renaissance	E.Cl.8393	https://images.grandpalaisrmn.fr/thumb.php/00225453.jpg?ID=1421845
Plat au renard bleu			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501809	04-501809	Ecouen, musée national de la Renaissance	E.Cl.8363	https://images.grandpalaisrmn.fr/thumb.php/00223922.jpg?ID=1068588
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501790	04-501790	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00222366.jpg?ID=1022704
Grand plat au bouquet de tulipes, roses et palmes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501944	04-501944	Ecouen, musée national de la Renaissance	E.Cl.8091	https://images.grandpalaisrmn.fr/thumb.php/00219293.jpg?ID=1456999
Plat aux grandes tiges ondulantes			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502233	04-502233	Ecouen, musée national de la Renaissance	E.Cl.8168	https://images.grandpalaisrmn.fr/thumb.php/00217784.jpg?ID=267200
Plat au cyprès			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501236	04-501236	Ecouen, musée national de la Renaissance	ECL8178	https://images.grandpalaisrmn.fr/thumb.php/00217783.jpg?ID=1268504
Plat à la palme fleurie et à la feuille sâz		1590	siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501218	04-501218	Ecouen, musée national de la Renaissance	E.Cl.8157	https://images.grandpalaisrmn.fr/thumb.php/00216251.jpg?ID=745736
Plat aux cinq pommes de pin			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502215	04-502215	Ecouen, musée national de la Renaissance	E.Cl.8141	https://images.grandpalaisrmn.fr/thumb.php/00216248.jpg?ID=613135
Plat au bouquet entre deux branches de jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502278	04-502278	Ecouen, musée national de la Renaissance	E.Cl.8319	https://images.grandpalaisrmn.fr/thumb.php/00214738.jpg?ID=1447948
Plat à bouquet symétrique			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501281	04-501281	Ecouen, musée national de la Renaissance	E.Cl.8304	https://images.grandpalaisrmn.fr/thumb.php/00214736.jpg?ID=684174
Plat au bouquet symétrique			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502090	04-502090	Ecouen, musée national de la Renaissance	E.Cl.8519	https://images.grandpalaisrmn.fr/thumb.php/00213165.jpg?ID=975161
Plat au marli festonné			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502072	04-502072	Ecouen, musée national de la Renaissance	E.Cl.8481	https://images.grandpalaisrmn.fr/thumb.php/00211615.jpg?ID=251324
Plat à la rosace aux huit pétales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502009	04-502009	Ecouen, musée national de la Renaissance	E.Cl.8261	https://images.grandpalaisrmn.fr/thumb.php/00210048.jpg?ID=288478
Plat aux quatre médaillons			siliceous ceramics,painted,glaze,gold highlights, siliceous ceramics, painted, glaze, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-502394	04-502394	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/00194670.jpg?ID=831354
Plat à marli chantourné aux grandes tiges ondulantes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501397	04-501397	Ecouen, musée national de la Renaissance	E.Cl.8426	https://images.grandpalaisrmn.fr/thumb.php/00194668.jpg?ID=602547
Plat à grand bouquet symétrique			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/05-527346	05-527346	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/00188596.jpg?ID=267065
Plat au bouquet de jacinthes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502350	04-502350	Ecouen, musée national de la Renaissance	E.Cl.8548	https://images.grandpalaisrmn.fr/thumb.php/00187122.jpg?ID=1340474
Plat aubuisson fleuri			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501353	04-501353	Ecouen, musée national de la Renaissance	E.Cl.8524	https://images.grandpalaisrmn.fr/thumb.php/00187021.jpg?ID=1037054
Plat aux quatre médaillons			glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502386	04-502386	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/00185803.jpg?ID=1070379
Plat à la palme au galon perlé			siliceous ceramics,glaze,gold highlights,painted, siliceous ceramics, glaze, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501389	04-501389	Ecouen, musée national de la Renaissance	E.Cl.9605	https://images.grandpalaisrmn.fr/thumb.php/00185359.jpg?ID=817407
Petit plat à la rosace			gold highlights,painted,siliceous ceramics,glaze,colour highlights, gold highlights, painted, siliceous ceramics, glaze, colour highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-501308	04-501308	Ecouen, musée national de la Renaissance	E.Cl.8338	https://images.grandpalaisrmn.fr/thumb.php/00183726.jpg?ID=249006
Plat aux tiges fleuries			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502305	04-502305	Ecouen, musée national de la Renaissance	E.Cl.8429	https://images.grandpalaisrmn.fr/thumb.php/00183724.jpg?ID=851888
Plat à grand bouquet symétrique			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502332	04-502332	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/00182971.jpg?ID=1454469
Plat à décor symétrique			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501335	04-501335	Ecouen, musée national de la Renaissance	E.Cl.8467	https://images.grandpalaisrmn.fr/thumb.php/00182348.jpg?ID=943800
Plat à décor de fleurs et médaillon			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501881	04-501881	Ecouen, musée national de la Renaissance	E.Cl.8228	https://images.grandpalaisrmn.fr/thumb.php/00180696.jpg?ID=612629
Plat à la frise d'animaux passant sur le marli			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501800	04-501800	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00176211.jpg?ID=887536
Plat au médaillon flammé			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502126	04-502126	Ecouen, musée national de la Renaissance	E.Cl.9603	https://images.grandpalaisrmn.fr/thumb.php/00171553.jpg?ID=1427252
Plat aux deux plumeaux			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502107	04-502107	Ecouen, musée national de la Renaissance	E.Cl.8106	https://images.grandpalaisrmn.fr/thumb.php/00169960.jpg?ID=695245
Plat à la rosace bicolore			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502008	04-502008	Ecouen, musée national de la Renaissance	E.Cl.8259	https://images.grandpalaisrmn.fr/thumb.php/00165281.jpg?ID=1213092
Plat sahan à décor de rosace sur fond vert			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502089	04-502089	Ecouen, musée national de la Renaissance	E.Cl.8513	https://images.grandpalaisrmn.fr/thumb.php/00163713.jpg?ID=1021819
Plat au médaillon et au rinceau de demi-fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502080	04-502080	Ecouen, musée national de la Renaissance	E.Cl.8487	https://images.grandpalaisrmn.fr/thumb.php/00162179.jpg?ID=602955
Plat aux quatre pampres rouges			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502027	04-502027	Ecouen, musée national de la Renaissance	E.Cl.8306	https://images.grandpalaisrmn.fr/thumb.php/00160588.jpg?ID=263781
Hanap aux tulipes et branches fleuries			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502054	04-502054	Ecouen, musée national de la Renaissance	E.Cl.8408	https://images.grandpalaisrmn.fr/thumb.php/00159054.jpg?ID=339728
Plat aux trois tulipes bleues et trois roses			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502062	04-502062	Ecouen, musée national de la Renaissance	E.Cl.8111	https://images.grandpalaisrmn.fr/thumb.php/00157498.jpg?ID=1463765
Plat au grand buisson fleuri			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501972	04-501972	Ecouen, musée national de la Renaissance	ECL8129	https://images.grandpalaisrmn.fr/thumb.php/00155964.jpg?ID=271036
Plat à la grande feuille festonnée entre deux branches de jacinthes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501990	04-501990	Ecouen, musée national de la Renaissance	E.Cl.8235	https://images.grandpalaisrmn.fr/thumb.php/00154439.jpg?ID=1083125
Plat aux sept bouquets avec agrafe			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502242	04-502242	Ecouen, musée national de la Renaissance	E.Cl.8213	https://images.grandpalaisrmn.fr/thumb.php/00152953.jpg?ID=272746
Plat à la grande branche d'églantine		1575	painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501245	04-501245	Ecouen, musée national de la Renaissance	E.Cl.8185	https://images.grandpalaisrmn.fr/thumb.php/00152915.jpg?ID=504198
Plat à marli chantourné aux tiges fleuries			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502206	04-502206	Ecouen, musée national de la Renaissance	E.Cl.8131	https://images.grandpalaisrmn.fr/thumb.php/00151407.jpg?ID=272645
Plat aux feuilles saz formant coeur autour de deux roses et branches fleuries			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501209	04-501209	Ecouen, musée national de la Renaissance	E.Cl.8128	https://images.grandpalaisrmn.fr/thumb.php/00151369.jpg?ID=268893
Plat aux grands fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502268	04-502268	Ecouen, musée national de la Renaissance	E.Cl.8287	https://images.grandpalaisrmn.fr/thumb.php/00149849.jpg?ID=1077936
Plat à la grande feuille saz, tulipe et jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501271	04-501271	Ecouen, musée national de la Renaissance	E.Cl.8224	https://images.grandpalaisrmn.fr/thumb.php/00149843.jpg?ID=776738
Plat aux quatre bouquets et lambrequins			siliceous ceramics,glaze,gold highlights,painted, siliceous ceramics, glaze, gold highlights, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501307	04-501307	Ecouen, musée national de la Renaissance	E.Cl.8337	https://images.grandpalaisrmn.fr/thumb.php/00145252.jpg?ID=1297969
Plat aux trois fleurons			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502304	04-502304	Ecouen, musée national de la Renaissance	E.Cl.8425	https://images.grandpalaisrmn.fr/thumb.php/00145249.jpg?ID=1450953
Plat à décor floral rayonnant			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502322	04-502322	Ecouen, musée national de la Renaissance	E.Cl.8477	https://images.grandpalaisrmn.fr/thumb.php/00143693.jpg?ID=267411
Grand plat au lambrequin			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501325	04-501325	Ecouen, musée national de la Renaissance	E.Cl.8436	https://images.grandpalaisrmn.fr/thumb.php/00143685.jpg?ID=1672623
Plat aux six bouquets			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502295	04-502295	Ecouen, musée national de la Renaissance	E.Cl.8421	https://images.grandpalaisrmn.fr/thumb.php/00142148.jpg?ID=462240
Grand plat à décor de fleurs et palmes			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501298	04-501298	Ecouen, musée national de la Renaissance	E.Cl.8331	https://images.grandpalaisrmn.fr/thumb.php/00142147.jpg?ID=1463115
Plat à grand bouquet symétrique			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502331	04-502331	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/00140609.jpg?ID=250929
Plat aux quatre fleurs et à la grande feuille sâz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501334	04-501334	Ecouen, musée national de la Renaissance	E.Cl.8464	https://images.grandpalaisrmn.fr/thumb.php/00140603.jpg?ID=263299
Plat au bouquet symétrique avec tiges d'aubépines et grands fleurons		1570	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501199	04-501199	Ecouen, musée national de la Renaissance	E.Cl.8112	https://images.grandpalaisrmn.fr/thumb.php/00139045.jpg?ID=768553
