titre	auteur	date	description	technique	lien	institution	ville	num_inventaire	image_urls	id	mus_id	artistmakerperson	artistmakerorganisations	localisation	system_id	object_id	filenames
	[]	ca. 1878	Dish	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O228510/	victoria and albert museum	Londres	711-1878	['https://framemark.vam.ac.uk/collections/2007BM6749/full/full/0/default.jpg']	O228510	O228510	[]	Zsolnay Ceramic Works			VA_O228510	['VA_O228510_01.jpg']
	[]	1883-5	Vase	[]	https://collections.vam.ac.uk/item/O1505311/	victoria and albert museum	Londres	C.36-2019	['https://framemark.vam.ac.uk/collections/2023NJ2130/full/full/0/default.jpg']	O1505311	O1505311	[]	Zsolnay Ceramic Works			VA_O1505311	['VA_O1505311_01.jpg']
	zsolnay	19th century	Dish	['Food vessels and tableware']	https://collections.vam.ac.uk/item/O344829/	victoria and albert museum	Londres	700-1878	['https://framemark.vam.ac.uk/collections/2019LL7322/full/full/0/default.jpg']	O344829	O344829	zsolnay	[]			VA_O344829	['VA_O344829_01.jpg']
	[]	ca. 1900	Tile panel	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O256246/	victoria and albert museum	Londres	516 to C-1902	['https://framemark.vam.ac.uk/collections/2010ED0361/full/full/0/default.jpg']	O256246	O256246	[]	M. van Straaten & Co.			VA_O256246	['VA_O256246_01.jpg']
	[]	ca. 1875	Tile	['Tiles', 'Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O77879/	victoria and albert museum	Londres	C.202-1976	['https://framemark.vam.ac.uk/collections/2006AM5817/full/full/0/default.jpg']	O77879	O77879	[]	Minton, Hollins & Co.			VA_O77879	['VA_O77879_01.jpg']
	[]	ca. 1862	Bottle vase	['Ceramics', 'Bone China', 'Vases']	https://collections.vam.ac.uk/item/O77737/	victoria and albert museum	Londres	8098-1863	['https://framemark.vam.ac.uk/collections/2006AN0751/full/full/0/default.jpg']	O77737	O77737	[]	Minton			VA_O77737	['VA_O77737_01.jpg']
	[]	1862	Plateau	['British Galleries', 'Caricatures & Cartoons']	https://collections.vam.ac.uk/item/O11143/	victoria and albert museum	Londres	8100-1863	['https://framemark.vam.ac.uk/collections/2006AM5291/full/full/0/default.jpg']	O11143	O11143	[]	Minton			VA_O11143	['VA_O11143_01.jpg']
	[]	ca. 1870-90	Inkwell	['Ceramics', 'Earthenware', 'Household objects']	https://collections.vam.ac.uk/item/O1318883/	victoria and albert museum	Londres	C.55:1 to 3-2015	['https://framemark.vam.ac.uk/collections/2016JA8067/full/full/0/default.jpg']	O1318883	O1318883	[]	Samson & Cie.			VA_O1318883	['VA_O1318883_01.jpg']
	[]	1870	Tile	['Ceramics', 'Tiles', 'Art Pottery']	https://collections.vam.ac.uk/item/O277692/	victoria and albert museum	Londres	C.241-1976	['https://framemark.vam.ac.uk/collections/2007BN3409/full/full/0/default.jpg']	O277692	O277692	[]	Minton			VA_O277692	['VA_O277692_01.jpg']
	[]	ca. 1870-90	Bottle	['Ceramics', 'Earthenware', 'Household objects']	https://collections.vam.ac.uk/item/O1318882/	victoria and albert museum	Londres	C.54-2015	['https://framemark.vam.ac.uk/collections/2016JA8076/full/full/0/default.jpg']	O1318882	O1318882	[]	Samson & Cie.			VA_O1318882	['VA_O1318882_01.jpg']
"Paire de vases avec ""décor de Rhodes"""	Deck, Théodore	v. 1867	Vase	Faïence avec peinture sur glaçure	https://id.smb.museum/object/2471614/vase-aus-einem-vasenpaar-mit-rhodos-dekor	staatliche museen zu berlin, kunstgewerbemuseum	Berlin	1867,173	['https://recherche.smb.museum/images/57/5777125_4000x4000.jpg']	1867,173						SMBKM_1867,173	['SMBKM_1867,173_01.jpg']
Assiette avec décor oriental	Drews, Marie	v. 1877	Assiette	Faïence avec peinture sur glaçure	https://id.smb.museum/object/2471668/wandteller-mit-orientalisierendem-dekor	staatliche museen zu berlin, kunstgewerbemuseum	Berlin	1877,434	['https://recherche.smb.museum/images/57/5777279_4000x4000.jpg']	1877,434						SMBKM_1877,434	['SMBKM_1877,434_01.jpg']
Vase-bouteille	Vieillard, Jules et Cie	v. 1878	Vase-bouteille	Faïence à émaux en relief	https://www.musee-orsay.fr/fr/oeuvres/vase-bouteille-100146	musée d'orsay	Paris	OAO 1357	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/zyg1apui0apghxc.jpg']	OAO 1357						MO_OAO__1357	['MO_OAO__1357_01.jpg']
Plat	Vieillard, Jules et Cie	v. 1878	Plat	Faïence à émaux en relief	https://www.musee-orsay.fr/fr/oeuvres/plat-100147	musée d'orsay	Paris	OAO 1358	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/mgb1apwpxvezdy8.jpg']	OAO 1358						MO_OAO__1358	['MO_OAO__1358_01.jpg']
Plat, genre Iznik	Lachenal, Edmond	v. 1885	Plat	Faïence	https://www.musee-orsay.fr/fr/oeuvres/plat-genre-iznik-102667	musée d'orsay	Paris	OAO 1368	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/pql1apqg81jr8io.jpg']	OAO 1368						MO_OAO__1368	['MO_OAO__1368_01.jpg']
Carreau	Cantagalli	v. 1900	Carreau 	Faïence	https://www.nms.ac.uk/search-our-collections/collection-search-results?entry=323560	national museums scotland	Edinburgh	A.1972.42	['https://www.nms.ac.uk/api/axiell?command=getcontent&server=Detail&value=PF20375']	A.1972.42						NMS_A--1972--42	['NMS_A--1972--42_01.jpg']
Vase	Morgan, William	v. 1888-1898	Vase	Faïence	https://www.nms.ac.uk/search-our-collections/collection-search-results?entry=376204	national museums scotland	Edinburgh	A.1928,857	['https://www.nms.ac.uk/api/axiell?command=getcontent&server=Detail&value=PF1001113']	A.1928,857						NMS_A--1928,857	['NMS_A--1928,857_01.jpg']
Plat	Morgan, William	v. 1880-1900	Plat	Faïence	https://www.nms.ac.uk/search-our-collections/collection-search-results?entry=376217	national museums scotland	Edinburgh	A.1934.303	['https://www.nms.ac.uk/api/axiell?command=getcontent&server=Detail&value=PF55910']	A.1934.303						NMS_A--1934--303	['NMS_A--1934--303_01.jpg']
Carreau	Morgan, William	v. 1888-1898	Carreau 	Faïence	https://www.nms.ac.uk/search-our-collections/collection-search-results?entry=376221	national museums scotland	Edinburgh	A.1941.12 B	['https://www.nms.ac.uk/api/axiell?command=getcontent&server=Detail&value=PF38755']	A.1941.12 B						NMS_A--1941--12__B	['NMS_A--1941--12__B_01.jpg']
Porte-bouquet	Reiber, Emile ; Deck, Théodore	v. 1863		Faïence à décor imprimé sous couverte bleu turquoise	https://www.musee-orsay.fr/fr/oeuvres/porte-bouquet-98730	musée d'orsay	Paris	OAO  1223	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/dhk1buttpp3m01s.jpg']	OAO  1223						MO_OAO____1223	['MO_OAO____1223_01.jpg']
Plat	Deck, Théodore	av. 1881	Faïence à décor sous couverte	Faïence	https://www.musee-orsay.fr/fr/oeuvres/plat-102725	musée d'orsay	Paris	DO 1986 85	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/lav1apzbbnx4pls.jpg']	DO 1986 85						MO_DO__1986__85	['MO_DO__1986__85_01.jpg']
Coupe monumentale	Deck, Théodore	av. 1867	Faïence à décor sous couverte	Faïence	https://www.musee-orsay.fr/fr/oeuvres/coupe-monumentale-22688	musée d'orsay	Paris	OA 2614	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/spc1aptqul7bvls.jpg ', ' https://cdn.mediatheque.epmoo.fr/link/3c9igq/rpw1aptqumzsnuo.jpg']	OA 2614						MO_OA__2614	['MO_OA__2614_01.jpg', 'MO_OA__2614_02.jpg']
Vase	Deck, Théodore	1884	De style oriental, vase persan à trois anses, copie d'une lampe de mosquée, en faïence fond blanc, col fond bleu, décor or et camaïeu bleu, paillons d'or	Faïence	https://www.musee-orsay.fr/fr/oeuvres/coupe-monumentale-22688	musée d'orsay	Paris	GML 901	['https://cdn.mediatheque.epmoo.fr/link/3c9igq/int1bc00kwjtj0g.jpg']	GML 901						MO_GML__901	['MO_GML__901_01.jpg']
Plat	Parvillée	v. 1885	faïence fine, décor peint en bleu, noir, turquoise et à l'engobe rouge sous couverte	Faïence	https://www.musee-ariana.ch/collections/oeuvre/plat/c-0547	musée ariana	Genève	C 0547	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000270000/272997.ptif/full/full/0/default.jpg']	C 0547						MA_C__0547	['MA_C__0547_01.jpg']
Plat	Keramis-Boch Frères	1885-1900	faïence fine, décor posé au pochoir et rehaussé en polychromie sous couverte	Faïence	https://www.musee-ariana.ch/collections/oeuvre/plat/ar-11418	musée ariana	Genève	AR 11418	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000740000/745545.ptif/full/full/0/default.jpg']	AR 11418						MA_AR__11418	['MA_AR__11418_01.jpg']
Vase	Cantagalli	v. 1890	faïence, décor moulé en relief et peint en bleu de grand feu, au lustre rouge et jaune.	Faïence	https://www.musee-ariana.ch/collections/oeuvre/vase/ar-12233	musée ariana	Genève	AR 12233	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000280000/280578.ptif/full/full/0/default.jpg ', ' https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000090000/90696.ptif/full/full/0/default.jpg ']	AR 12233						MA_AR__12233	['MA_AR__12233_01.jpg', 'MA_AR__12233_02.jpg']
Vase	Cantagalli	v. 1895	faïence, décor peint en polychromie de grand feu	Faïence	https://www.musee-ariana.ch/collections/oeuvre/vase/c-0085	musée ariana	Genève	C 0085	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000270000/270280.ptif/full/full/0/default.jpg']	C 0085						MA_C__0085	['MA_C__0085_01.jpg']
Bassin	Deck, Théodore	v. 1863	faïence fine, décor peint de pâte blanche en relief sur fond bleu et sous couverte transparente	Faïence	https://www.musee-ariana.ch/collections/oeuvre/bassin/ar-2013-145	musée ariana	Genève	AR 2013-145	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000290000/292356.ptif/full/full/0/default.jpg', ' https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000290000/291200.ptif/full/full/0/default.jpg', ' https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000290000/293555.ptif/full/full/0/default.jpg ']	AR 2013-145						MA_AR__2013-145	['MA_AR__2013-145_01.jpg', 'MA_AR__2013-145_02.jpg', 'MA_AR__2013-145_03.jpg']
Plat	Cantagalli	1878-1901	terre cuite, engobe blanc, décor peint en bleu, noir, vert et à l'engobe rouge sous glaçure	Terre cuite	https://www.musee-ariana.ch/collections/oeuvre/plat/ar-10202	musée ariana	Genève	AR 10202	['https://www.ville-ge.ch/fcgi-bin/iipsrv.fcgi?IIIF=collections/ari/0000080000/89398.ptif/full/full/0/default.jpg']	AR 10202						MA_AR__10202	['MA_AR__10202_01.jpg']
Coupe	Collinot, Eugène	v. 1870		Faïence	https://collections.madparis.fr/document/collections/627a8bcc3edd954622456c2a	musée des arts décoratifs	Paris	12134	['https://collections.madparis.fr/sw-media/624ab9b8980f7c60b45e088d.jpg']	12134						MAD_12134	['MAD_12134_01.jpg']
Coupe	Collinot, Eugène	v. 1870		Faïence	https://collections.madparis.fr/document/coupe/627a8bcc3edd954622456c2d?seed=MTQ2Njg2YWQwM2ViOGNjMA%3D%3D&pos=21&pgn=0https://collections.madparis.fr/document/collections/627a8bcc3edd954622456c2d	musée des arts décoratifs	Paris	12137	['https://collections.madparis.fr/sw-media/624aba3f980f7c60b45e2ae7.jpg']	12137						MAD_12137	['MAD_12137_01.jpg']
Plateau	Deck, Théodore	1870		Faïence	https://collections.madparis.fr/document/collections/627a8bc73edd95462244df16	musée des arts décoratifs	Paris	7599	['https://collections.madparis.fr/sw-media/624aba51980f7c60b45e2f5c.jpg']	7599						MAD_7599	['MAD_7599_01.jpg']
Plat	Deck, Théodore	1860-1870		Faïence	https://collections.madparis.fr/document/collections/627a8bc63edd95462244d8a1	musée des arts décoratifs	Paris	7313	['https://collections.madparis.fr/sw-media/624aba50980f7c60b45e2f4b.jpg']	7313						MAD_7313	['MAD_7313_01.jpg']
Vase	Deck, Théodore	v. 1878		Faïence	https://collections.madparis.fr/document/collections/627a8bfe3edd95462248f28b	musée des arts décoratifs	Paris	D 509	['https://collections.madparis.fr/sw-media/624aba59980f7c60b45e3196.jpg']	D 509						MAD_D__509	['MAD_D__509_01.jpg']
Bassin	Deck, Théodore	v. 1863		Faïence	https://collections.madparis.fr/document/collections/627a8c0f3edd954622497e4a	musée des arts décoratifs	Paris	UC 515	['https://collections.madparis.fr/sw-media/624aba5a980f7c60b45e31f5.jpg ', ' https://collections.madparis.fr/sw-media/624aba5a980f7c60b45e31eb.jpg']	UC 515						MAD_UC__515	['MAD_UC__515_01.jpg', 'MAD_UC__515_02.jpg']
Porte-bouquet	Deck, Théodore	19e siècle (2e moitié)		Faïence	https://collections.madparis.fr/document/collections/627a8c0f3edd954622497e89	musée des arts décoratifs	Paris	UC 1026	['https://collections.madparis.fr/sw-media/624aba58980f7c60b45e314f.jpg']	UC 1026						MAD_UC__1026	['MAD_UC__1026_01.jpg']
Aiguière et bassin	Lachenal	v. 1880		Faïence	https://collections.madparis.fr/document/aiguiere-couverte-et-bassin/627a8bb13edd95462242d7af?seed=MTQ2Njg2YWQwM2ViOGNjMA%3D%3D&pos=31&pgn=0	musée des arts décoratifs	Paris	2009.13.1.1-3	['https://collections.madparis.fr/sw-media/624aba01980f7c60b45e1bca.jpg', ' https://collections.madparis.fr/sw-media/624aba01980f7c60b45e1bcf.jpg']	2009.13.1.1-3						MAD_2009--13--1--1-3	['MAD_2009--13--1--1-3_01.jpg', 'MAD_2009--13--1--1-3_02.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_8754	museum für angewandte kunst	Vienne	KE 1540-1	['https://mak-media.azureedge.net/l/5f9a7f7f7aa2a5afc02a2d4928e3a237.jpg']	KE 1540-1						MAK_KE__1540-1	['MAK_KE__1540-1_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_8755	museum für angewandte kunst	Vienne	KE 1540-3	['https://mak-media.azureedge.net/l/1a44b4a1f35036ebb2dcb2b4814b81be.jpg']	KE 1540-3						MAK_KE__1540-3	['MAK_KE__1540-3_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19504	museum für angewandte kunst	Vienne	KE 1540-9	['https://mak-media.azureedge.net/l/962b99a879edb2493d4b29d5e5cc5954.jpg']	KE 1540-9						MAK_KE__1540-9	['MAK_KE__1540-9_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19505	museum für angewandte kunst	Vienne	KE 1540-10	['https://mak-media.azureedge.net/l/9560c9aa4e95c015238124763a94261a.jpg']	KE 1540-10						MAK_KE__1540-10	['MAK_KE__1540-10_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19506	museum für angewandte kunst	Vienne	KE 1540-11	['https://mak-media.azureedge.net/xl/162f50981ed6aebf29b228f4d03d32ce.jpg']	KE 1540-11						MAK_KE__1540-11	['MAK_KE__1540-11_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19507	museum für angewandte kunst	Vienne	KE 1540-12	['https://mak-media.azureedge.net/l/ba89359a17d2735d141b1a75edbf9849.jpg']	KE 1540-12						MAK_KE__1540-12	['MAK_KE__1540-12_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19508	museum für angewandte kunst	Vienne	KE 1540-13	['https://mak-media.azureedge.net/l/40703c80d9b5c21f83d0c3a7177f4a89.jpg']	KE 1540-13						MAK_KE__1540-13	['MAK_KE__1540-13_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19510	museum für angewandte kunst	Vienne	KE 1540-15	['https://mak-media.azureedge.net/l/7e8dbe3f0ff3089a1411adf4f3b498be.jpg']	KE 1540-15						MAK_KE__1540-15	['MAK_KE__1540-15_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19511	museum für angewandte kunst	Vienne	KE 1540-16	['https://mak-media.azureedge.net/l/08281762b4887effffefcd87054270be.jpg']	KE 1540-16						MAK_KE__1540-16	['MAK_KE__1540-16_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19512	museum für angewandte kunst	Vienne	KE 1540-17	['https://mak-media.azureedge.net/l/46c4c1604424dd2f434070de8ead3b4e.jpg']	KE 1540-17						MAK_KE__1540-17	['MAK_KE__1540-17_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19513	museum für angewandte kunst	Vienne	KE 1540-18	['https://mak-media.azureedge.net/l/794004c063f4350f10b63929a9782452.jpg']	KE 1540-18						MAK_KE__1540-18	['MAK_KE__1540-18_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_8757	museum für angewandte kunst	Vienne	KE 1540-6	['https://mak-media.azureedge.net/l/c45af5a3846a585b86578051d1646d0d.jpg']	KE 1540-6						MAK_KE__1540-6	['MAK_KE__1540-6_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_8759	museum für angewandte kunst	Vienne	KE 1540-7	['https://mak-media.azureedge.net/l/cccc4a5d4d54cfe676eec595e207aca9.jpg']	KE 1540-7						MAK_KE__1540-7	['MAK_KE__1540-7_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19503	museum für angewandte kunst	Vienne	KE 1540-8	['https://mak-media.azureedge.net/l/5f6c726cd7add39f41bd4a881e15edbf.jpg']	KE 1540-8						MAK_KE__1540-8	['MAK_KE__1540-8_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_19509	museum für angewandte kunst	Vienne	KE 1540-14	['https://mak-media.azureedge.net/l/bcddcaedaaa42fed740d82bb8a403d1f.jpg']	KE 1540-14						MAK_KE__1540-14	['MAK_KE__1540-14_01.jpg']
Carreau	Parvillée	v. 1867?	Carreau de revêtement pour fontaine murale	Céramique	https://sammlung.mak.at/en/collect/verkleidung-fuer-einen-wandbrunnen_8756	museum für angewandte kunst	Vienne	KE 1540-5	['https://mak-media.azureedge.net/l/9fd47ca36dd8101504828d18def2f6ec.jpg']	KE 1540-5						MAK_KE__1540-5	['MAK_KE__1540-5_01.jpg']
Carreau	Parvillée		Carreau	Faïence	https://sammlung.mak.at/en/collect/tile_8763	museum für angewandte kunst	Vienne	KE 1541-5	['https://mak-media.azureedge.net/l/3ecbf1e9235e3143686a2cc459ec34f1.jpg']	KE 1541-5						MAK_KE__1541-5	['MAK_KE__1541-5_01.jpg']
Carreau	Parvillée		Carreau	Céramique	https://sammlung.mak.at/en/collect/tile_8761	museum für angewandte kunst	Vienne	KE 1541-3	['https://mak-media.azureedge.net/xl/ab3af2751e6ad1ac4536100f1c6c5fe6.jpg', ' https://mak-media.azureedge.net/xl/b98b7054fcd4082b8fc3613e4632935a.jpg']	KE 1541-3						MAK_KE__1541-3	['MAK_KE__1541-3_01.jpg', 'MAK_KE__1541-3_02.jpg']
Carreau	Parvillée		Carreau	Grès glaçuré	https://sammlung.mak.at/en/collect/tile_8765	museum für angewandte kunst	Vienne	KE 1549	['https://mak-media.azureedge.net/l/c3063fafe801464c8875d563942e44a8.jpg']	KE 1549						MAK_KE__1549	['MAK_KE__1549_01.jpg']
Carreau	Parvillée		Carreau	Terre cuite glaçurée	https://sammlung.mak.at/en/collect/tile_19502	museum für angewandte kunst	Vienne	 KE 1541-7	['https://mak-media.azureedge.net/l/cd08472b6e814e77ac8237f846124db3.jpg']	 KE 1541-7						MAK_KE__1541-7	['MAK_KE__1541-7_01.jpg']
Vase Alhambra	Deck, Théodore	1890	Vase	Grès glaçuré	https://sammlung.mak.at/en/collect/vase_13500	museum für angewandte kunst	Vienne	KE 3702	['https://mak-media.azureedge.net/l/28cbb0688a0a7175cee4036161a4e8e8.jpg', ' https://mak-media.azureedge.net/l/987c81b4a2fd4f997dc60d29e4300b3c.jpg', ' https://mak-media.azureedge.net/l/71769eda19363b6472923f106811ab7c.jpg', ' https://mak-media.azureedge.net/l/be7bd2ba3e2d34efd03819757b753823.jpg']	KE 3702						MAK_KE__3702	['MAK_KE__3702_01.jpg', 'MAK_KE__3702_02.jpg', 'MAK_KE__3702_03.jpg', 'MAK_KE__3702_04.jpg']
Carreau	Deck, Théodore		Carreau	Faïence	https://sammlung.mak.at/en/collect/tile_2041	museum für angewandte kunst	Vienne	KE 102	['https://mak-media.azureedge.net/l/826ef07646bf9672817747c95df55302.jpg']	KE 102						MAK_KE__102	['MAK_KE__102_01.jpg']
Flacon	Deck, Théodore		Flacon	Grès glaçuré	https://sammlung.mak.at/en/collect/flacon_6676	museum für angewandte kunst	Vienne	KE 1007	['https://mak-media.azureedge.net/l/1d05d01121b6285f2c24b5921c9fd444.jpg']	KE 1007						MAK_KE__1007	['MAK_KE__1007_01.jpg']
Plat	Deck, Théodore		Plat	Faïence	https://sammlung.mak.at/en/collect/bowl_6679	museum für angewandte kunst	Vienne	KE 409	['https://mak-media.azureedge.net/l/c18bb28b5a959143e6876813fa8450f0.jpg']	KE 409						MAK_KE__409	['MAK_KE__409_01.jpg']
Plat	Deck, Théodore		Plat	Faïence	https://sammlung.mak.at/en/collect/bowl_2317	museum für angewandte kunst	Vienne	KE 410	['https://sammlung.mak.at/en/collect/bowl_6679']	KE 410						MAK_KE__410	['MAK_KE__410_01.jpg']
Plat	Joseph-Théodore Deck	v. 1870	Plat	Faïence	https://www.metmuseum.org/art/collection/search/207535	metropolitan museum of art	New York	1985.225	['https://images.metmuseum.org/CRDImages/es/original/DT8160.jpg?_gl=1*13z1l8o*_gcl_au*MTM5MTY1ODgyNi4xNzUzNDM0NDU5*_ga*OTczMzYyMTEuMTc0NTYwMTEyNw..*_ga_Y0W8DGNBTB*czE3NTUwMTUzMDEkbzI4JGcwJHQxNzU1MDE1MzAxJGo2MCRsMCRoMA..']	1985.225						MET_1985--225	['MET_1985--225_01.jpg']
Plat	Cantagalli	19e siècle	Plat	Céramique silicieuse	https://www.metmuseum.org/art/collection/search/444874	metropolitan museum of art	New York	02.5.24	['https://images.metmuseum.org/CRDImages/is/original/sf02-5-24a.jpg?_gl=1*jrktsa*_gcl_au*MTM5MTY1ODgyNi4xNzUzNDM0NDU5*_ga*OTczMzYyMTEuMTc0NTYwMTEyNw..*_ga_Y0W8DGNBTB*czE3NTUwMTUzMDEkbzI4JGcxJHQxNzU1MDE1MzY4JGo2MCRsMCRoMA..']	02.5.24						MET_02--5--24	['MET_02--5--24_01.jpg']
Plat	Minton	1880	Plat	Porcelaine	https://www.metmuseum.org/art/collection/search/770978	metropolitan museum of art	New York	2018.62.116	['https://images.metmuseum.org/CRDImages/es/original/DP-16489-231.jpg?_gl=1*bkwory*_gcl_au*MTM5MTY1ODgyNi4xNzUzNDM0NDU5*_ga*OTczMzYyMTEuMTc0NTYwMTEyNw..*_ga_Y0W8DGNBTB*czE3NTUwMTUzMDEkbzI4JGcxJHQxNzU1MDE1NTQxJGo2MCRsMCRoMA..']	2018.62.116						MET_2018--62--116	['MET_2018--62--116_01.jpg']
Vase	Minton; Christopher Dresser	v. 1867	Vase	Porcelaine	https://www.metmuseum.org/art/collection/search/670804	metropolitan museum of art	New York	2016.178.1	['https://images.metmuseum.org/CRDImages/es/original/DP-1687-023.jpg?_gl=1*1pfz7jy*_gcl_au*MTM5MTY1ODgyNi4xNzUzNDM0NDU5*_ga*OTczMzYyMTEuMTc0NTYwMTEyNw..*_ga_Y0W8DGNBTB*czE3NTUwMTUzMDEkbzI4JGcxJHQxNzU1MDE1NjM0JGo2MCRsMCRoMA..']	2016.178.1						MET_2016--178--1	['MET_2016--178--1_01.jpg']
Plat	Zsolnay	v. 1880	Plat	Faïence	https://www.metmuseum.org/art/collection/search/207883	metropolitan museum of art	New York	1990.286.1	['https://images.metmuseum.org/CRDImages/es/original/ES5410.jpg?_gl=1*635rx1*_gcl_au*MTM5MTY1ODgyNi4xNzUzNDM0NDU5*_ga*OTczMzYyMTEuMTc0NTYwMTEyNw..*_ga_Y0W8DGNBTB*czE3NTUwMTUzMDEkbzI4JGcxJHQxNzU1MDE1NzQ1JGo2MCRsMCRoMA..']	1990.286.1						MET_1990--286--1	['MET_1990--286--1_01.jpg']
Plat	Deck Théodore (1823-1891)			glazed ground,polychromy (technique), glazed ground, polychromy (technique)	https://images.grandpalaisrmn.fr/ark:/36255/09-509814	the metropolitan museum of art	 New-York (NY)	1985.225	['https://images.grandpalaisrmn.fr/thumb.php/00780666.jpg?ID=2111724']	1985.225				 New-York (NY), The Metropolitan Museum of Art	09-509814	MET_1985--225	['MET_1985--225_01.jpg']
Bouteilles				glazed decoration,Bone porcelain,overglaze decoration,200189, glazed decoration, Bone porcelain, overglaze decoration, 200189	https://images.grandpalaisrmn.fr/ark:/36255/22-539224	victoria and albert museum	 Londres	8098-1863	['https://images.grandpalaisrmn.fr/thumb.php/01047900.jpg?ID=886196']	8098-1863				 Londres, Victoria and Albert Museum	22-539224	VA_8098-1863	['VA_8098-1863_01.jpg']
Assiette				painted,porcelain,Bone porcelain, painted, porcelain, Bone porcelain	https://images.grandpalaisrmn.fr/ark:/36255/22-516835	victoria and albert museum	 Londres	8100-1863	['https://images.grandpalaisrmn.fr/thumb.php/00835900.jpg?ID=2111742']	8100-1863				 Londres, Victoria and Albert Museum	22-516835	VA_8100-1863	['VA_8100-1863_01.jpg']
Bouquetière à cinq lobes	Deck Théodore (1823-1891),Reiber Emile Auguste (1826-1893)	1866		earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/94-055751	musée national adrien dubouché	Limoges	ADL6784	['https://images.grandpalaisrmn.fr/thumb.php/00924077.jpg?ID=1047696']	ADL6784				Limoges, musée national Adrien Dubouché	94-055751	MNAD_ADL6784	['MNAD_ADL6784_01.jpg']
